yearly_agency_id,agency_id,data_year,ori,legacy_ori,covered_by_legacy_ori,direct_contributor_flag,dormant_flag,dormant_year,reporting_type,ucr_agency_name,ncic_agency_name,pub_agency_name,pub_agency_unit,agency_status,state_id,state_name,state_abbr,state_postal_abbr,division_code,division_name,region_code,region_name,region_desc,agency_type_name,population,submitting_agency_id,sai,submitting_agency_name,suburban_area_flag,population_group_id,population_group_code,population_group_desc,parent_pop_group_code,parent_pop_group_desc,mip_flag,pop_sort_order,summary_rape_def,pe_reported_flag,male_officer,male_civilian,male_officer+male_civilian,female_officer,female_civilian,female_officer+female_civilian,officer_rate,employee_rate,nibrs_cert_date,nibrs_start_date,nibrs_leoka_start_date,nibrs_ct_start_date,nibrs_multi_bias_start_date,nibrs_off_eth_start_date,covered_flag,county_name,msa_name,publishable_flag,participated,nibrs_participated
21202022,2120,2022,CT0000200,CT0000200,,N,N,,I,ANSONIA,ANSONIA PD,Ansonia,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,City,18750,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,29,1,30,5,9,14,1.8,2.3,1998-01-01,2001-03-01,2020-11-01,2020-02-01,2020-11-01,2020-11-01,N,NEW HAVEN,"New Haven-Milford, CT",Y,Y,Y
21212022,2121,2022,CT0000400,CT0000400,,N,N,,I,AVON,AVON PD,Avon,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,City,18806,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,30,5,35,3,4,7,1.8,2.2,1998-01-01,2010-02-01,2020-11-01,2020-02-01,2020-11-01,2020-11-01,N,HARTFORD,"Hartford-East Hartford-MIddletown, CT",Y,Y,Y
21232022,2123,2022,CT0000700,CT0000700,,N,N,,I,BERLIN,BERLIN PD,Berlin,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,City,20109,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,37,6,43,7,7,14,2.2,2.8,1998-01-01,2000-02-01,2020-03-01,2020-03-01,2020-03-01,2020-03-01,N,HARTFORD,"Hartford-East Hartford-MIddletown, CT",Y,Y,Y
21242022,2124,2022,CT0000900,CT0000900,,N,N,,I,BETHEL,BETHEL PD,Bethel,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,City,20728,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,34,6,40,7,7,14,2.0,2.6,1998-01-01,1998-08-01,2020-03-01,2020-03-01,2020-03-01,2020-03-01,N,FAIRFIELD,"Bridgeport-Stamford-Norwalk, CT",Y,Y,Y
21252022,2125,2022,CT0001100,CT0001100,,N,N,,I,BLOOMFIELD,BLOOMFIELD PD,Bloomfield,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,City,21461,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,33,1,34,10,11,21,2.0,2.6,1998-01-01,2005-10-01,2020-03-01,2020-03-01,2020-03-01,2020-03-01,N,HARTFORD,"Hartford-East Hartford-MIddletown, CT",Y,Y,Y
21262022,2126,2022,CT0001400,CT0001400,,N,N,,I,BRANFORD,BRANFORD PD,Branford,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,City,28138,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,Y,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,Y,41,4,45,11,10,21,1.8,2.3,1998-01-01,1998-01-01,2020-03-01,2020-03-01,2020-03-01,2020-03-01,N,NEW HAVEN,"New Haven-Milford, CT",Y,Y,Y
21272022,2127,2022,CT0001500,CT0001500,,N,N,,I,BRIDGEPORT,BRIDGEPORT PD,Bridgeport,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,City,148395,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,N,6,2,"Cities from 100,000 thru 249,999",2,"Cities from 100,000 thru 249,999",Y,6,,Y,243,17,260,44,26,70,1.9,2.2,1998-01-01,2018-06-01,2020-03-01,2020-03-01,2020-03-01,2020-03-01,N,FAIRFIELD,"Bridgeport-Stamford-Norwalk, CT",Y,Y,Y
21282022,2128,2022,CT0001700,CT0001700,,N,N,,I,BRISTOL,BRISTOL PD,Bristol,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,City,60657,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,N,7,3,"Cities from 50,000 thru 99,999",3,"Cities from 50,000 thru 99,999",N,7,,Y,102,11,113,10,14,24,1.8,2.3,1998-01-01,2011-01-01,2020-03-01,2020-03-01,2020-03-01,2020-03-01,N,HARTFORD,"Hartford-East Hartford-MIddletown, CT",Y,Y,Y
21292022,2129,2022,CT0001800,CT0001800,,N,N,,I,BROOKFIELD,BROOKFIELD PD,Brookfield,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,City,17492,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,31,5,36,2,5,7,1.9,2.5,1998-01-01,2006-08-01,2020-11-01,2020-03-01,2020-11-01,2020-11-01,N,FAIRFIELD,"Bridgeport-Stamford-Norwalk, CT",Y,Y,Y
21302022,2130,2022,CT0002300,CT0002300,,N,N,,I,CANTON,CANTON PD COLLINSVILLE,Canton,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,City,10068,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,16,4,20,0,1,1,1.6,2.1,1998-01-01,2006-11-01,2020-12-01,2020-03-01,2020-12-01,2020-12-01,N,HARTFORD,"Hartford-East Hartford-MIddletown, CT",Y,Y,Y
21312022,2131,2022,CT0002500,CT0002500,,N,N,,I,CHESHIRE,CHESHIRE PD,Cheshire,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,City,28612,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,Y,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,Y,42,8,50,5,7,12,1.6,2.2,1998-01-01,1998-04-01,2020-11-01,2020-03-01,2020-11-01,2020-11-01,N,NEW HAVEN,"New Haven-Milford, CT",Y,Y,Y
21322022,2132,2022,CT0002700,CT0002700,,N,N,,I,CLINTON,CLINTON PD,Clinton,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,City,13566,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,25,6,31,2,4,6,2.0,2.7,1998-01-01,2001-12-01,2020-03-01,2020-03-01,2020-03-01,2020-03-01,N,MIDDLESEX,"Hartford-East Hartford-MIddletown, CT",Y,Y,Y
21332022,2133,2022,CT0003200,CT0003200,,N,N,,I,COVENTRY,COVENTRY PD,Coventry,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,City,12252,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,13,3,16,2,1,3,1.2,1.6,1998-01-01,2003-04-01,2020-08-01,2020-03-01,2020-08-01,2020-08-01,N,TOLLAND,"Hartford-East Hartford-MIddletown, CT",Y,Y,Y
21342022,2134,2022,CT0003300,CT0003300,,N,N,,I,CROMWELL,CROMWELL PD,Cromwell,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,City,14360,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,24,3,27,3,7,10,1.9,2.6,1998-01-01,1999-12-01,2020-11-01,2020-02-01,2020-11-01,2020-11-01,N,MIDDLESEX,"Hartford-East Hartford-MIddletown, CT",Y,Y,Y
21352022,2135,2022,CT0003400,CT0003400,,N,N,,I,DANBURY,DANBURY PD,Danbury,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,City,87164,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,N,7,3,"Cities from 50,000 thru 99,999",3,"Cities from 50,000 thru 99,999",N,7,,Y,132,0,132,10,8,18,1.6,1.7,1998-01-01,2014-04-01,2020-03-01,2020-03-01,2020-03-01,2020-03-01,N,FAIRFIELD,"Bridgeport-Stamford-Norwalk, CT",Y,Y,Y
21362022,2136,2022,CT0003500,CT0003500,,N,N,,I,DARIEN,DARIEN PD,Darien,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,City,21549,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,41,8,49,8,8,16,2.3,3.0,1998-01-01,2001-06-01,2022-02-01,2020-03-01,2022-02-01,2022-02-01,N,FAIRFIELD,"Bridgeport-Stamford-Norwalk, CT",Y,Y,Y
21372022,2137,2022,CT0003700,CT0003700,,N,N,,I,DERBY,DERBY PD,Derby,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,City,12243,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,31,1,32,2,1,3,2.7,2.9,1998-01-01,1999-06-01,2020-02-01,2020-02-01,2020-02-01,2020-02-01,N,NEW HAVEN,"New Haven-Milford, CT",Y,Y,Y
21382022,2138,2022,CT0004200,CT0004200,,N,N,,I,EAST HAMPTON,EAST HAMPTON PD,East Hampton,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,City,12943,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,17,0,17,1,2,3,1.4,1.5,1998-01-01,2012-05-01,2020-03-01,2020-03-01,2020-03-01,2020-03-01,N,MIDDLESEX,"Hartford-East Hartford-MIddletown, CT",Y,Y,Y
21392022,2139,2022,CT0004300,CT0004300,,N,N,,I,EAST HARTFORD,EAST HARTFORD PD,East Hartford,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,City,50579,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,N,7,3,"Cities from 50,000 thru 99,999",3,"Cities from 50,000 thru 99,999",N,7,,Y,101,11,112,16,24,40,2.3,3.0,1998-01-01,1999-12-01,2020-03-01,2020-03-01,2020-03-01,2020-03-01,N,HARTFORD,"Hartford-East Hartford-MIddletown, CT",Y,Y,Y
21402022,2140,2022,CT0004400,CT0004400,,N,N,,I,EAST HAVEN,EAST HAVEN PD,East Haven,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,City,27725,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,Y,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,Y,56,9,65,5,6,11,2.2,2.7,1998-01-01,1998-01-01,2020-03-01,2020-03-01,2020-03-01,2020-03-01,N,NEW HAVEN,"New Haven-Milford, CT",Y,Y,Y
21412022,2141,2022,CT0004500,CT0004500,,N,N,,I,EAST LYME,EAST LYME,East Lyme,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,City,18984,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,23,5,28,5,4,9,1.5,1.9,1998-01-01,2017-07-01,2021-07-01,2020-03-01,2021-07-01,2021-07-01,N,NEW LONDON,"Norwich-New London, CT",Y,Y,Y
21422022,2142,2022,CT0004600,CT0004600,,N,N,,I,EASTON,EASTON PD,Easton,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,City,7613,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,14,1,15,1,4,5,2.0,2.6,1998-01-01,1999-07-01,2020-08-01,2020-03-01,2020-08-01,2020-08-01,N,FAIRFIELD,"Bridgeport-Stamford-Norwalk, CT",Y,Y,Y
21432022,2143,2022,CT0004700,CT0004700,,N,N,,I,EAST WINDSOR,EAST WINDSOR PD WAREHOUSE POINT,East Windsor,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,City,11148,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,19,5,24,5,5,10,2.2,3.0,1998-01-01,1998-01-01,2020-03-01,2020-03-01,2020-03-01,2020-03-01,N,HARTFORD,"Hartford-East Hartford-MIddletown, CT",Y,Y,Y
21442022,2144,2022,CT0004900,CT0004900,,N,N,,I,ENFIELD,ENFIELD PD,Enfield,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,City,41912,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,Y,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,Y,79,17,96,11,14,25,2.1,2.9,1998-01-01,2019-01-01,2020-02-01,2020-02-01,2020-02-01,2020-02-01,N,HARTFORD,"Hartford-East Hartford-MIddletown, CT",Y,Y,Y
21452022,2145,2022,CT0005100,CT0005100,,N,N,,I,FAIRFIELD,FAIRFIELD PD,Fairfield,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,City,62270,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,N,7,3,"Cities from 50,000 thru 99,999",3,"Cities from 50,000 thru 99,999",N,7,,Y,97,6,103,12,13,25,1.8,2.1,1998-01-01,2000-01-01,2020-11-01,2020-03-01,2020-11-01,2020-11-01,N,FAIRFIELD,"Bridgeport-Stamford-Norwalk, CT",Y,Y,Y
